button,,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,
key,,,,,,,,,,,,,,,,,,,,,,,,,,,,
key,,,,,,,,,,,,,,,,,,,,,,,,,,,,
key,,,,,,,,,,,,,,,,,,,,,,,,,,,,
key,,,,,,,,,,,,,,,,,,,,,,,,,,,,
key,,,,,,,,,,,,,,,,,,,,,,,,,,,,
key,,,,,,,,,,,,,,,,,,,,,,,,,,,,
key,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keychain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keychain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keychain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keychain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keychain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keychain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keychain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pick,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pick,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pick,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pick,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pick,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pick,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Confusion Matrix,,Detected Labels KNN,,,,,,,,,,,,Confusion Matrix,,Detected Labels Eculidean,,,,,,,,,,
,,,,Button,Head phone,Key,Key chain,Lock,Mouse,Pen,Pick,Plier,Screw Driver,T-rex,,,,Button,Head phone,Key,Key chain,Lock,Mouse,Pen,Pick,Plier,Screw Driver,T-rex
,,True Labels,Button,7,2,,,,,,1,,,,,True Labels,Button,7,,,,,1,,2,,,
,,,Head phone,2,6,,,,3,,,,,,,,Head phone,1,6,,,,3,,,,,
,,,Key,,,8,,,,,,,,2,,,Key,,,9,,,,,,1,,
,,,Key chain,,,,8,1,,,,1,,,,,Key chain,,,,6,3,,,,1,,
,,,Lock,,,,,9,1,,,,,,,,Lock,,1,,,8,1,,,,,
,,,Mouse,2,,,,2,6,,,,,,,,Mouse,,2,,,2,6,,,,,
,,,Pen,,,,,,,9,,,,,,,Pen,,,,,,,9,,,1,
,,,Pick,1,,,,,,,8,,,1,,,Pick,2,2,,,2,,,4,,,
,,,Plier,,,,,,,,,9,1,,,,Plier,,,,2,,,,,8,,
,,,Screw Driver,,,,,,,1,,1,8,,,,Screw Driver,,,2,,,,2,,,6,
,,,T-Rex,1,,,1,,,,,,,8,,,T-Rex,,,,1,1,,,,,,8
